name,hex
Purple-Violet #D73EEF,#D73EEF
Medium Purple-Red (#752FB4),#752FB4
Sage Green,#529065
Medium Ash Grey,#627C75
Maroon Crimson,#B9412D
Seafoam Green,#33E8CE
Golden Brown,#9D7C30
Deep Cobalt Blue,#443ED8
#7D726E (Hex Code),#7D726E
Deep Teal,#06566B
Gold Sand,#E0DB3D
F8B256 (Golden Brown),#F8B256
Purple-Pink (specifically Magenta),#AF05E8
Greenish Yellow,#B5DD0F
#971EE3 (Purple-Violet),#971EE3
Indigo (Dark),#274ED1
Sage Green #17C37E,#17C37E
Deep Purple-Lilac (Acidic Lilac),#AC4EAD
Saddle Brown,#85970B
Maroon 931451,#931451
Medium Purple-Red,#8A38CF
Greenish Yellow,#4FDD85
Slate Blue,#70859E
Sapphire Blue,#32A1E5
#00ACC2 (Cornflower Blue),#00ACC2
Medium Purple-Red,#A83EBB
Chamois,#999419
Sapphire Blue,#08ECF8
Burgundy Maroon,#9D0D17
Honey Brown,#4F2C01
Lime Green,#11FC0F
Magenta Violet,#F15A97
Da8ff7,#DA8FF7
Wisteria Violet,#EB089D
Green Sea (#45C10F),#45C10F
Cobalt Blue,#0A4ADC
Sapphire Blue,#00B2C8
E8B6F7 (Light Lavender),#E8B6F7
#90C5E2 (Hexadecimal) or Aquamarine (Common Name),#90C5E2
Green Cyan,#25FD8D
Sapphire Blue,#23C8FC
Lime Green,#3CDE61
Light Blue-Grayish,#B3B7D6
Dark Olive Green,#60693E
E78E06,#E78E06
Turquoise Green,#20F4B4
Green Olive,#316C2E
Dark Sea Green,#0E7898
Sky Blue,#79BED2
Green Olive,#3A4F09
Fiery Orange,#F74902
HEX #68FE7B (Lime Green),#68FE7B
Aqua Marine,#0EE7B6
Sage Green,#BEF1BF
Red Violet,#E72979
Deep Mauve,#AC6285
Sapphire Blue,#231CE8
Dark Brownish Red,#440C09
Wine Red,#6B2C75
Maroon,#88203D
Deep Purple #171CA9,#171CA9
Fuchsia Rose,#F279BE
Teal Hexadecon (#336C98),#336C98
Deep Purple-Magenta,#D12FBA
Golden Brown,#89730A
Saddle Brown,#987188
Gold Ochre,#7F6720
Sage Green,#86CB70
Plum Purple,#8A94C9
Plum Wine,#785071
Green-cyan #44D325,#44D325
Sage Green,#128266
Marsala,#C7795D
Forest Green,#3D6C26
Brunswick Green,#B28691
Teal Green,#53A878
Minty Green,#88E849
Ash Violet,#817E9D
Dark Forest Green,#42543B
Medium Purple (CCA3A1),#CCA3A1
Cyanspectrum,#57EC9F
Wisteria,#E088D1
#28271E (Dark Chocolaty Brown),#28271E
Medium Purple-Blue (#9C62ED),#9C62ED
Deep Cobalt Blue,#3937EC
Cornflower Blue,#1D9ED3
Burnt Sienna,#7C3A1C
Sage Green #63D74B,#63D74B
#8F87E3 (Deep Cobalt),#8F87E3
#C94841 (Dark Red-Orange),#C94841
Forest Green,#39582A
Indigo (Deep),#5949B7
Deep Raspberry,#CC2A83
Sapphire Blue-Green,#52F9DA
Cobalt Blue,#0941D0
#285AE6 (Hexadecimal Deep Cobalt Blue),#285AE6
Indigo Deep,#300A7D
Wine Red,#8E2E62
Teal (Mint Greenish-Blue),#0CA88A
Sage Green,#B3C070
FE9EC1 (#FE9EC1),#FE9EC1
Golden Brown,#7D6030
Burgundy Wine,#A6263C
Medium Periwinkle,#7550BC
Emerald Green,#57DB09
Aquamarine (Teal Shade),#3DE57C
Electric Violet,#EE08DB
Dark Walnut Brown,#6B5B43
Dark Wine Red,#68194A
Deep Purple #1B1291,#1B1291
Indigo Purple (#6D67B9),#6D67B9
F3F86D (Goldenrod),#F3F86D
#B91BAB (Plum-Violet),#B91BAB
Honey Gold,#CE8E4B
Light Purple-Pink (Dusty Rose),#C48EC1
Maroon Bordeaux,#D2115E
Sage Green,#BBD486
Dark Magenta,#950D98
Indigo Cobalt,#6A8CD2
Greenish Teal,#5E8C0D
#7BE37C,#7BE37C
Light Steel Cyan,#C5C9FE
Burnt Sienna,#EE664F
Sky Blue (Azure),#8EBCF5
Burnt Sienna,#B96E3C
Sage Green,#A9F5A2
Sage Green,#B2B49A
Sage Green,#669738
"Red Violet (plum red, deep rose)",#C82951
Dark Purple-Greyish,#7A749A
Sapphire Seafoam,#8FE9D7
Navy Blue,#1D4461
Lime Green,#569416
Deep Magenta,#C925A9
Marigold,#9C310C
Green-Teal,#5F824E
Teal,#29A088
Sapphire Blue,#8F9AD0
#371B15 (Dark Oak Brown),#371B15
Indigo Purple,#B385F0
Dandelion Yellow,#D8E47F
Emerald Green,#068E27
Green #08F02A (Hexadecimal) or Lime (Common Name),#08F02A
Maroonish Burgundy,#833448
EF81E3,#EF81E3
Sage Green,#27B577
Lime Green,#349422
Goldish Brown,#D8D55D
Saffron,#BEE368
Aquamarine,#1EFC95
#FFCEE3 (Peach Blush),#FFCEE3
#C21456 (Ruby Red),#C21456
Wisteria,#A858B4
Greenish Yellow,#B5E645
Wine Red (Approximate),#9F388D
Deep Purple,#9A28A7
Sea Green,#50E8E3
Cobalt Blue,#489AFF
Maroon 59,#704059
Honey Orange,#CC7550
Lime Green,#3DCA22
Indigo Purple,#953F84
Sage Green,#BDF16A
Cyan-Blue,#C6DFF8
BCDFF6 (Custom Hexadecimal),#BCDFF6
Sapphire Blue,#3682C2
Medium Purple,#D141C3
Dark Forest Green,#606E4E
Deep Cobalt Magenta,#6F45D9
Sage Green (Approximately),#A7B5A1
Greenish-blue (Verdigris),#218D5D
Seafoam Green,#9BD583
Hickory Brown,#5F511D
Olive Green (Approximate),#70902B
Sea Green,#74CFBD
"Teal Blue (specifically, Aquamarine)",#16D7DB
Maroon,#B9072E
#34230F (Brownish-Red),#34230F
Sage Green,#83B411
Wisteria Purple,#690C9A
Indigo (Dark),#30537D
#8F6E1D (Dark Olive Green),#8F6E1D
Green-cyan (Spectral green),#29F5AB
Medium Purple,#BE5ABA
Sapphire Blue,#269FE0
Dark Plum,#98476E
Fire Orange,#F34806
Medium Purple-Red,#C32BD7
Beige Sand,#D5D092
Lime Green,#A0F92A
Sapphire Blue,#73DDE3
DFEBAD (#DFEBAD),#DFEBAD
Sage Green,#65D19D
Cadet Brown (Not an official name but commonly used to describe this shade),#CF5E11
Plum Wine,#BA2B7C
Sea Green,#77CC82
Fuchsia Magenta,#FB47E1
Medium Purple-Lavender,#8774FA
Green 6813 (#28B508),#28B508
C9D09C (Sage Green),#C9D09C
Medium Purple-Red,#A739B3
Sage Green,#A0EE7E
Deep Purple,#8C32D8
Deep Purple,#ED84D1
Dabee76,#DABE76
Seafoam Green,#94BCA5
Deep Raspberry,#C95585
Dark Brownish Tan,#D3D10D
Aquamarine Cyan,#0CC1C1
Lime Green,#6DE64A
Medium Purple,#C26FC2
Sage Green,#205A13
Tangerine,#ED684A
Maroon Shade,#774D65
Dandelion,#D29499
Burnt Sienna,#BF6B08
Medium Purple (Dark Lavender),#655983
Maroon,#C0606A
Greenish Yellow,#99E27B
Cadet Blue with a touch of Lavender,#AC95DF
Sienna Brown,#8C6A59
Gold,#FFD30F
Burnt Sienna,#C04922
Burnt Sienna,#C34E08
Dark Ash Brown,#504C49
Burnt Sienna,#AF6642
Purple-Pink (Dusky Rose),#D647E5
Dark Maroon,#792B42
Honey Gold,#C6D44F
Dusky Tangerine,#D4B88E
Medium Purple-Red (also known as Fuchsia),#9839E8
Indigo (Dark),#374BD4
Teal10A9CF,#10A9CF
Lime Green,#22D60F
Lime Green,#64CA56
Wisteria Purple,#7A07ED
Sage Green,#076350
#2AB416 (Green Cyan),#2AB416
#0872CC (Hexadecimal) or Dark Cyan (Common name),#0872CC
#8CABD1 (Hex Code),#8CABD1
Sapphire Blue-Green,#8BE6DB
Goldenrod,#E8B520
Goldish Yellow,#F6D60A
#16C770 (Hex) or Sage Green (Common Name),#16C770
Burnt Sienna,#C63B08
Forest Green,#326F3D
A8F9BF (Hexadecimal),#A8F9BF
Medium Purple,#8E80A3
Teal,#0D97CD
Medium Purple (Purple-Red),#60336B
Teal,#1C659A
"#33C691, Aquamarine Cyans",#33C691
Sage Green,#569807
Greenish Yellow,#70BE0F
Ecru Rose,#EC8D9D
Gold Ochre,#A69D2E
Deep Raspberry,#DC3358
Bordeaux,#BB7977
Dandelion,#D3BE9A
"Cyan Cobalt (not an official name, but descriptive)",#0BC1FF
Lime Green,#6CFB18
"Dark Purple (Dark Wine, Eggplant)",#161A6F
Light Lavender,#E7D8FB
Dusky Rose,#D62F7F
Golden Mustard,#C9921E
Chestnut Brown,#795A03
Teal Blue (#1F5DB4),#1F5DB4
Medium Slate Blue,#6673A7
Medium Purple-Blue (#A36ED0),#A36ED0
Sage Green,#C9DD4A
Lime Green,#B7F75A
"Lime Green (Harlequin Green, Sage Green)",#A6E146
Flesh Rose,#F9C6BF
Burnt Sienna,#634205
Burnt Sienna,#C69022
Dusted Slate Gray,#DABABA
Greenish Yellow,#9BF840
Greenish-Yellow (Sulfur Yellow),#8CD208
Burnt Sienna,#B19467
Greenish Sage,#82B864
Medium Purple-Blue,#1D0EF1
Gold (Metallic),#C5C010
Gold,#FBCC2A
Burnt Sienna,#C65742
Sage Greenish Brown,#85872E
Wine Red,#AA3C73
Medium Purple-Lavender,#AD7FD4
Fire Red,#F7086A
Aquamarine Cyan,#7DBCF8
Greenish Cyan,#7DDF01
Green Seafoam,#47F884
Emerald Green,#08745C
Fuchsia Magenta,#FB81FA
Silver Mist,#C8C8B8
Golden Brown,#E5AD4B
Sapphire Blue,#16C4A8
Dark Burgundy,#480428
Maroon,#AC042B
Sage Green,#AEC857
Lime Green,#0ED73C
Cyan Teal,#09C2DD
Saffron,#AFA912
Fuchsia Violet,#DF3CFE
Lime green,#DCF735
Indigo,#73269C
Cyansky,#63DA9B
Dusky Rose,#DFA8BD
Deep Indigo,#372979
#9B7454 (Burnt Sienna),#9B7754
Seafoam Green,#4EEE75
Goldenrod,#FBA73C
Olive Green (Dark),#77820E
Cyan Sea,#6BBDF2
Rose Taupe,#ED8A8E
Bordeaux,#B41E30
Green Sapphire,#71A016
"EF0847 (custom color, derived from hexadecimal code)",#EF0847
Burnt Sienna,#BE6405
#20DDC0 (Turquoise Blue),#20DDC0
Goldish Brown,#B6AB22
Medium Cyan,#4680A5
F1A546 (Golden Sand),#F1A546
Sapphire Blue,#11708E
Afc903 (#AFC903),#AFC903
Lavender Blush,#DBC7FE
Marsala Wine,#7D5861
Indigo Violet,#2E1BA0
Maroonish Red,#8D223A
Magenta Rose,#E55E6E
Red-Purple (Dusky Rose),#D12A81
Salmon,#F38B9C
Seafoam Green,#ADECEA
Fuchsia Pink,#EC0AB2
Golden Yellow,#F8FE32
Teal,#62A4A3
#BFB8E8 (Lavender Mauve),#BFB8E8
Burnt Sienna,#A78A62
Raspberry Rose,#EE8787
Cobalt Blue,#4882DC
Turquoise Blue,#4BF6E9
Lime Green,#E3FF33
#7BA473 (Green-Blue),#7BA473
Sage Green (Leaf Green),#0E8F76
Bordeaux Maroon,#BC3960
Maroon,#B00618
Sea Foam Green,#63DD4C
Cobalt Blue,#0C8CFD
Green (Shade of #24B852),#24B852
HEX #3BDECF,#3BDECF
Dusty Red,#D34640
Aquamarine Hue,#A0D8C2
Green Sea (#74CA03),#74CA03
Greenish cyan,#2AF958
Deep Indigo,#2E238B
Teal Aqua,#6DBAC5
Plum-Purple,#C2B7C4
Deep Purple #7607E0,#7607E0
Green-Yellow #58B520,#58B520
Fuchsia Rose,#F238E9
Dark Slate Gray,#443141
Dark Plum Grayish Brown,#856B79
Forest Green,#19573E
#547E3A (Greenish Blue),#547E3A
Wisteria,#E868C3
Sapphire Greenish-Blue,#64C29D
Scarlet Red,#D9203F
Aquamarine Blue,#A0BBA6
Wine Red-Purple,#B36A89
Midnight Plum,#55095C
Lime Green,#61E933
Maroon Red,#B83E34
Magenta Fuchsia,#F51095
Maroon,#612330
Olive Green,#939D17
Deep Purple,#6F46AF
Chocolate Brown,#3D3400
Medium Purple (#8C77B3),#8C77B3
Green (specifically #2FE25B),#2FE25B
Maroonish Purple (Approximate),#B1169F
Dull Red-Orange,#D45360
Burnt Sienna,#C3703B
Dark Green Olive,#24362F
Deep Raspberry,#D61CB4
Bronze Gold,#BF8E05
#3BE767 (Lime Green),#3BE767
Plum Gray,#9A7A8B
Deep Cobalt Blue,#1D44C9
Sapphire Blue,#29C1DB
Golden Brown,#AEA664
Greenish Aqua,#6B9D0C
Wine Red,#8E3B5A
Maroonish Rust,#BE6A69
Indigo Dazzle,#135DD8
Goldish Yellow,#DBD140
Amethyst Mauve,#AC869C
#15BCEE (Hexadecimal) or Cyan Aqua (Common Name),#15BCEE
Fuchsia Magenta,#F138DC
Dark Red Plum,#711F4F
Dark Purple-Gray,#675C6F
#20D7DB (Cerulean Blue),#20D7DB
Honey Orange,#FC7219
Midnight Blue,#031264
Silver-Cool Grey,#CECED0
Plum Purple,#AB7096
Wine Red,#9A4575
Dark Indigo,#393594
Deep Cobalt Blue,#5036FF
Forest Green,#586630
Lime Green,#78BE00
Brownish Red,#8F3A15
F0FA5E (Golden Haze),#F0FA5E
Marigold Orange,#EE230F
Sea Green,#5BEE78
Green Sea,#73A756
Indigo,#151C82
Deep Cyan,#8492D4
Aqua Blue,#8DA8B6
Navy Blue,#1D2064
Dark Slate Gray,#453F48
Sage Green,#B6FBE1
FACA45,#FACA45
Indigo,#6D73B8
Tangerine,#C4643A
Cadet Pink,#CD7C69
Dark Teal,#173A4F
Burnt Sienna,#AF574A
Burnt Sienna,#A95C4D
Plum Lavender,#C6A6CC
#D9CBA1 (Silver Beige),#D9CBA1
Cobalt Blue,#199FE8
Dark Plum,#63495B
Hickory Brown,#936E4F
Fuchsia Magenta,#FE13E6
Sage Green,#99A94A
Wisteria Purple,#EC26DD
Green Seafoam,#1BBC58
Medium Purple-Red,#AE52E6
Sky Blue,#87A7CC
Indigo Purple (Dark),#D023DC
Lime Green,#26F734
Golden Brownish Orange,#D86601
Medium Purple-Violet,#9565DD
Forest Green,#1C6E32
Periwinkle Blue,#7290E5
Medium Purple-Violet,#753FE5
Green Seafoam,#3EBB6B
#3B97F4 (Sapphire Blue),#3B97F4
Indigo,#155273
Fire Orange,#F81C02
Greenish Yellow,#DFFD8F
Indigo Deep (#042B90),#042B90
Chestnut Brown,#60582B
F28321 (Orange-Red),#F28321
Goldish Orange,#F6B601
Indigo Purple,#732C5D
Green (Emerald),#32EE6C
Maroon Wine,#8C3D6B
Sulfur Yellow,#89FB0D
Dark Burgundy,#75080C
Electric Lime,#01E698
Dark Navy Blue,#0E1F37
"#E73469, often referred to as Red Violet or Fuchsia Rose",#E73469
Sapphire Blue,#62B4E0
Deep Sapphire Blue,#2C4798
Emerald Green,#368909
Sapphire Blue,#1CACF6
Medium Purple-Red,#C34DBB
Green-Yellow (Hexacromia),#9AFD4D
Green (specifically Lime),#41FB48
Seafoam Green,#6ABD96
#0518DB (Hexadecimal) or Deep Cobalt Blue,#0518DB
Burgundy Red,#BD4036
Teal Aqua,#49F8DE
Dull Crimson,#D41568
Amethyst Purple,#4020EC
Chestnut Brown,#86452A
Sapphire Blue,#89E1F3
Dark Navy Blue,#0F0A2E
Burnt Sienna,#BB381C
Lime Green,#0DFD5D
Raspberry Rose,#EC83EB
Lime Green #3AED22,#3AED22
Lime Green #67DD3F,#67DD3F
#ABD723 (AlphaBetaDeltaGamma),#ABD723
Dark Green Olive,#6F7249
Teal Green #14B185,#14B185
Deep Cobalt Blue,#0D1096
Teal (Mint Green-Blue),#AAB5A0
#DDEA88 (DDEA88),#DDEA88
#DCC4E0 (Lavender Mauve),#DCC4E0
Sandstone,#B5A295
Sage Green,#A5E627
Emerald Green,#83E42A
Sapphire Blue,#75C1D3
Orange-Red (FEB468),#FEB468
Teal,#004CC0
Golden Brown,#9B7E27
Crimson Red,#CC1204
Sage Green #0EBA91,#0EBA91
#0E89B0 (Teal Blue),#0E89B0
Indigo (Dark),#1316B6
Lime Green,#0AF921
Seafoam Green,#62F5BD
Green Lime (Satin),#40FD4A
Burnt Sienna,#BD9B03
Lime Green,#0FE708
Green-cyan #7AB647,#7AB647
Deep Plum Purple,#724C65
Aquamarine,#58DBE0
Deep Teal,#568F9A
Sage Green,#67A364
Dark Sapphire Blue,#42485C
Honey Blue,#31A2A6
Burnt Sienna,#C2A249
Olive Green,#847F33
#35AFDB (Hexadecimal),#35AFDB
DEE379 (Golden Rod),#DEE379
#198103 (Green Forest),#198103
Green (Hexadecimal #18D458),#18D458
D45FE9,#D45FE9
Forest Green,#638D07
Purple-Red,#B21BCE
Lime Green,#03FE4E
Teal Aqua,#5CDEBB
Chestnut Brown,#6B4208
Olive Brown,#635B13
Fuchsia Violet (or Purple-Pink),#EE29FC
Sea Green,#79ABA6
Warm Red-Brown,#B96663
Dark Forest Green,#60681C
Dark Green Olive,#76836F
Shallow Magenta,#A877B8
Greenish-cyan (Olive-blue),#0CDB73
Medium Purple-Blue,#6F1EE3
Fuchsia Magenta,#D700C3
Cyan (Tint),#00C8FC
Plum Purple #AAA0D4,#AAA0D4
Dodge Blue (also known as S-Blue or Electric Aqua),#40D8E1
Indigo (Dark),#6A6AD1
Burnt Sienna,#BE846B
Medium Cyan (or Navy-blueish Cyan),#5C6DE3
FE62C6 (#FE62C6),#FE62C6
Medium Violet Red,#FF65C0
Medium Cyan,#6C7DCA
Dandelion,#C3CB28
E39CD6,#E39CD6
Green14E90D,#14E90D
Forest Green,#3B5012
Indigo (Dark),#5447A7
Fuchsia Violet,#973EFE
Plum Gray,#988498
Deep Plum,#4C3151
Purple-Red,#B00BB7
Fiery Orange,#F32B21
Deep Purple,#4E16A9
Medium Purple (#7F58F3),#7F58F3
Greenish-Blue (Sage),#627A3F
#AA37F2 (Purple),#AA37F2
Firebrick,#F00B25
#16DCB2 (Hexadecimal) or Aqua Teal (Common Name),#16DCB2
Cyanspectrum_57B8DA,#57B8DA
Deep Cobalt Blue,#414DAB
Gold Yellow (E2D015),#E2D015
Sky Blueish Green,#9BB9AE
Light Purple-Gray,#9E8AA2
Emerald Green,#6BDB0D
Magenta Mauve,#E5758F
Seafoam Green,#9BBD9F
Forest Green,#426C3D
Magenta Fuchsia,#E109F5
#DFCF1B (Decaf Coffee Yellow),#DFCF1B
Sage Green #31AF96,#31AF96
Sage Green (Dark),#104033
Fire Orange,#FD5E3A
Indigo Purple (often referred to as Deep Purple),#7B3C7B
Teal Green (Sapphire Green),#3FC082
Purple-Red (Lavender Red),#921586
Sapphire Blue,#43A4C3
Lime Green,#5DB51A
Seafoam Green,#4BE092
Lime Green,#39F65E
Green 18-C4-27 (#18C427),#18C427
Burnt Sienna,#EB8649
Sage Green,#5A650C
Fuchsia Rose,#DA657F
Ruby Wine,#841213
Sapphire Blue,#2F73A5
Dark Warm Brown,#946769
Indigo (Deep),#2D29B8
Dark Navy Blue,#13114F
Mahogany,#AD9F48
Emerald Green,#6ECC08
Brownish Gold,#9D8827
Plum Wine,#D15BDB
#1D8BE2 (Dodger Blue),#1D8BE2
Dark Forest Green,#184419
Deep Purple #2C038D,#2C038D
Deep Magenta,#C109C5
#273C37 (Dark Olive Green),#273C37
Burnt Sienna,#D1583E
Fuschia Pinkish Lilac,#FABAF1
Seafoam Green,#8DE8BC
Emerald Green,#0DC27E
Sage Green,#A3E16E
Dark Purple Violet,#442E67
Dark Cobalt Blue,#1F1463
Fuchsia Magenta,#E230C7
Indigo (Dark),#1561A9
Olive Green (Dark),#9B9860
Honey Gold,#988827
Lime Green,#90E602
Limegreen6DEC93,#6DEC93
#911500 (Bright Scarlet),#911500
Mahogany Rose,#CD9782
Pumpkin Orange,#FA6E20
Lime Green 652,#6CE522
Sky Blue Shade,#AFB8DF
Indigo Deep,#340A4C
Sage Green,#88B116
Tangerine,#D0832F
Ash Gray,#5C5A57
F1BA56,#F1BA56
Forest Green,#177218
Indigo (Cornflower Blue),#0A5DE3
Sage Green,#4E6523
Medium Purple,#C73CD9
Sage Green,#69A71A
Wine Red (Maroonish Red),#9E2B6A
Maroon,#790726
Sapphire Sea,#5AEBBD
Indigo Purple (specifically a shade of Deep Lilac),#9506F5
Deep Purple-Mauve,#804C8F
Turquoise #1FB3A3,#1FB3A3
Forest Green,#486C43
Dark Red (Crimson),#C62A4A
Deep Orange,#DEC198
Burnt Sienna,#DD6E09
Sandstone,#B89D75
Burnt Sienna,#AF6750
Cyan-Greenish Blue,#01CBBC
DDEB4E (Light Pale Green),#DDEB4E
Lime Green (Electric Lime),#6EE231
Dark Warm Brown,#606139
Caffae Green,#CAFFAE
Emerald Green,#57C64D
Sage Green (Dark),#066C37
Bordeaux Red,#B60074
Indigo Cobalt,#131EC3
Aquamarine,#A6EBD0
E242C9 (Purple-Red),#E242C9
Deep Wine Red,#582253
Green-Yellow (Hexagon Blue-Green),#18B040
Lime Green,#46F03D
Tangerine,#D3613E
Burgundy,#3E0218
Greenish Blue (Slightly Muted),#19B20E
Saffron,#AFD554
Dandelion,#C6D160
Fuchsia Violet,#F940F1
Marigold Orange,#B0601A
Green-Blue (Sage),#1F4F27
Medium Violet Red,#DD3FCE
Cyan-Blue,#9DB3BB
Indigo Violet,#766AE3
Medium Slate Blue,#5B798A
Dandelion,#D66747
Sage Green,#47958A
Indigo (Dark),#6D71B4
Dark Green Olive,#567F54
Soft Sand,#EED4A7
Indigo (Dark),#0F07B8
Sage Green,#304433
Golden Brown,#B2A44A
Maroon,#985357
Indigo Violet (Deep),#1A04AE
Burgundy Wine,#7E3C57
Maroon,#A9626C
Sage Green,#6A971E
PersianIndigo,#5E9BF9
Sage Green,#96CCA3
Burnt Sienna,#A6372F
Sage Green,#77A555
Fire Red,#F02216
Deep Cobalt Blue,#240FFC
AEFC03,#AEFC03
Dark Sapphire Blue,#0A3D4E
Indigo (Dark),#353997
Sage Green,#A5C524
Plum Purple,#C155BC
Maroon 5 (Close approximation),#5C082A
Green Lime,#28DD8B
Green Yellow (Greenish-Yellow),#7FDF14
F49571 (Orange-Brown),#F49571
Tawny Red,#C36362
Medium Slate Blue,#819A92
Emerald Green,#09AE73
Burnt Sienna,#B54F2B
Aqua Marine,#257D8F
Green Olive,#728122
Aquamarine Hexadecimal,#11FA8C
Deep Cobalt Blue,#1E47BC
Lime green,#E2F432
Scarlet Red,#A91536
Maroon Deep,#DF1D0A
FC9E06 (Fuchsia Coral),#FC9E06
Greenish Yellow,#82B923
Greenish Cyan,#31D10B
Dazzling Lime-Green,#D8FBB7
Lime Green,#1CCA2B
Deep Blue-Purple #2E4676,#2E4676
Fuchsia Rose,#F2B4E9
Sage Green,#6FD48E
Fuchsia Magenta,#F7569D
Deep Plum Purple,#AA44DA
Lime Green,#16D703
Maroonish Burgundy,#801B59
Sage Yellow-Green,#A3FA2B
Magenta Mauve,#E54573
Green 35BF04 (Reverse order for hex codes),#04BF35
Mahogany Red,#D75F4D
Periwinkle Blue,#BE9AC9
Aquamarine Blue,#30E8EB
Fuchsia Magenta,#F5206D
Sage Greenish Yellow,#A5C81B
Medium Purple,#E082B3
Sage Greenish Blue,#95C3B7
Dandelion,#D7CB2A
Medium Purple-Red,#993DA8
Turquoise Blue,#1BFCBB
Purple Violet,#AF21DE
Deep Wine Violet,#1C0938
Deep Purple,#8157C8
Turquoise Sea,#60F5DD
Forest Green,#229916
Brownish Gold,#A5930C
Gold Dust,#E2D705
Indigo (Dark),#5326DA
Lime Green,#67E115
Burgundy,#A7221B
Flame Orange,#F5A00F
Deep Purple (Plum),#820DE0
Fuchsia Magenta,#FA4A8D
Lavender Mauve,#AE4CEA
Green Sapphire,#1C6D34
Saddle Brown,#896B64
Deep Magenta,#C71AA2
Magenta Purple,#5B21FB
Cyan Cobalt,#8AC8DD
Indigo Blue,#1371BC
Lime Green,#20D76A
Indigo Purple,#770AB2
Sage Teal,#8FD2D1
Chestnut Brown,#844A2E
#2B8373 (Hex) or Sage Green (Common name),#2B8373
Lime Green,#0FE500
#177A98 (Hex) or Medium Blueish Green (Perceived name),#177A98
F8630D,#F8630D
Sage Green #3D7764,#3D7764
Dark Burgundy,#481C30
Bordeaux Maroon,#B46471
Dark Golden Olive,#86833A
Cyansky,#4FD7DF
Olive Green,#717E4D
Turquoise Sea,#4FCABD
Sandstone,#B89793
Maroon Burnt Sienna,#B15129
Indigo Purple (Dark),#65427C
Maroon,#970E24
Tawny Sand,#987F7B
Medium Purple-Blue,#867DC4
Plum Purple,#9C808E
Deep Purple,#C0487D
Cobalt Blue,#1946AC
Fiery Orange,#F43816
Indigo Violet,#6734AE
Dark Navy Blue,#212470
Sapphire Blue,#25BDA6
Teal (aquamarine shade),#5CD5BB
Ultra Violet,#422DFD
Greenish Yellow,#BACF3A
Cadium Yellow-Green,#CDB033
Indigo E35567,#6755E3
"#12AFBE (Hexadecimal: 12, 175, 190)",#12AFBE
Lime Green,#60FF5B
Emerald Green,#4DE345
Burgundy Wine,#72416B
Saffron,#C0C408
Fuchsia Magenta (#E815FD),#E815FD
Deep Indigo,#6A57D5
Sapphire Blue,#168F88
"Medium Purple (or Indigo, depending on the shade)",#6B79E7
Indigo Deep,#333671
Maroon 540536,#540536
Sea Foam Green,#84CBA2
Medium Cyan,#8E9ABC
Platinum Lilac,#88A9F8
Dove Gray,#D0ECE4
Naval Blue (also known as Medium Blue),#1F4A5E
Honeydew Melon,#68F4FD
Purple Mauve,#BC35FD
Emerald Green,#119F5D
Burnt Sienna,#B8662B
Dark Wine Red,#863A79
Lime Green,#92D182
Cobalt Blue,#2983A6
Dark Charcoal Grey,#2E2829
Sapphire Blue,#3780C0
Sage Green,#D7E7B2
#D7F96D (Lime Green),#D7F96D
Sky Blue 31B1BC,#31B1BC
Green Sea,#7CA96F
Hickory (#57C3B8),#57C3B8
Indigo Purple,#9A4EF4
Dark Navy Blue,#081A61
E754CF (Magenta Heather),#E754CF
Green (5CA009),#5CA009
Raspberry Red,#BA037B
Sage Green,#CEF2CB
Indigo (Dark),#3A6EBE
Dandelion Yellow,#D7CF29
Gold Ochre,#E6AB34
Green (Lime),#0FB993
Sea Green,#5FBCBC
#2FE9D0 (Teal Aqua),#2FE9D0
Medium Cyan,#68A4CC
Fiery Orange,#F17470
Saddle Brown (Approximate),#8C8B0F
Sage Green,#099B67
Gold Orange,#D07935
Sapphire Blue,#95BDC3
Caramel,#C59D0A
Aquamarine Sea,#0FB7B5
Sandstone,#F1FB9E
Dark Taupe,#77645C
Lime Green,#9EE941
Indigo (dark),#7545A9
Fire Red,#F80177
Sienna Brown,#905007
Deep Raspberry,#E6008B
Scarlet Red,#A81334
Indigo (Dark),#4247D9
Cyan (Periwinkle Blue),#95AFE9
Burnt Sienna,#E6860E
Green (2AB313 specifically is a shade of Lime Green),#2AB313
Dark Slate Grey,#75656F
Teal,#5DE5A9
#CDED7B (Hexadecimal C8 DE D7 B),#CDED7B
Green Olive,#5F8828
Deep Cobalt Blue,#2E5EA9
Sage Green 818969,#818969
Wine Red,#EE365D
Gold (Saffron),#CBC638
Green-Brown (Verdigris),#49683D
Maroon (Dark),#8C1203
Deep Cobalt Blue,#436BE5
Dark Charcoal Grey,#3C2F3A
Wine Red,#CC354D
Lime Green,#49F90F
D1E761,#D1E761
Sage Green,#C8E79A
Sage Green,#95D392
#FE3E3F (Pinkish-Red),#FE3E3F
#F7F353 (Golden Yellow),#F7F353
Dark Teal,#467C68
Maroon (Dark),#9E2F0E
Deep Cobalt,#010E9E
Cyano Blue,#0E9AF5
Deep Cobalt Blue,#5451B4
Maroon Wine,#D64C5C
Greenish Aqua,#4EAA64
Maroon,#951525
Wisteria,#E330A8
Maroon (Dark Red),#D3272E
Deep Purple,#2A092B
Periwinkle Blue,#B1A0C4
Deep Purple,#D8208D
Lime Green,#61FA5C
Dark Maroon,#8D1347
#A0DE41 (Lime Green),#A0DE41
Wine Red (approximate),#B56097
